Date Time (UTC)	Power Setpoint (mW)	Laser Display (mW)	Power Meter Mean (W)	Power Meter Std (W)	Keithley Mean (V)	Keithley Std (V)	Raspberry Mean (ADU)	Raspberry Std (ADU)	ND Filter	AoI (degree)	PD Temp (ºC)	Ambient Temp (ºC)	Ambient RH (%)
3/15/2023 14:51:58 	1.700000000	3.135409832	NaN	-0.000000000	0.013289059	0.000094834	0.907545455	0.005964288	1	6	22.9	23.4	31
3/15/2023 14:52:20 	1.800000000	3.244320393	NaN	-0.000000000	0.014063807	0.000114587	0.958136364	0.005380943	1	6	22.9	23.4	31
3/15/2023 14:52:43 	1.900000000	3.366541862	NaN	-0.000000000	0.014826267	0.000081198	1.014909091	0.006632564	1	6	22.9	23.4	31
3/15/2023 14:53:06 	2.000000000	3.491183996	NaN	-0.000000000	0.015568332	0.000109867	1.066772727	0.006972674	1	6	22.9	23.4	31
3/15/2023 14:53:29 	2.100000000	3.600094318	NaN	-0.000000000	0.016327963	0.000119796	1.122636364	0.009550107	1	6	22.9	23.4	31
3/15/2023 14:53:52 	2.200000000	3.731997013	NaN	-0.000000000	0.017086622	0.000113844	1.169090909	0.005961620	1	6	22.9	23.4	31
3/15/2023 14:54:14 	2.300000000	3.840907335	NaN	-0.000000000	0.017903590	0.000098394	1.228272727	0.008855404	1	6	22.9	23.4	31
3/15/2023 14:54:37 	2.400000000	3.957078457	NaN	-0.000000000	0.018630829	0.000113050	1.277772727	0.005917616	1	6	22.9	23.4	31
3/15/2023 14:55:00 	2.500000000	4.075669765	NaN	-0.000000000	0.019380372	0.000135537	1.324181818	0.008143319	1	6	22.9	23.4	31
3/15/2023 14:55:22 	2.600000000	4.174899101	NaN	-0.000000000	0.020078872	0.000116647	1.366954545	0.012327722	1	6	22.9	23.4	31
3/15/2023 14:55:45 	2.700000000	4.297121048	NaN	-0.000000000	0.020881462	0.000233990	1.432863636	0.010481152	1	6	22.9	23.4	31
3/15/2023 14:56:08 	2.800000000	4.426603317	NaN	-0.000000000	0.021690538	0.000184074	1.489363636	0.015093195	1	6	22.9	23.4	31
3/15/2023 14:56:31 	2.900000000	4.534303665	NaN	-0.000000000	0.022346361	0.000203274	1.543590909	0.005503718	1	6	22.9	23.4	31
3/15/2023 14:56:53 	3.000000000	4.664996147	NaN	-0.000000000	0.023227361	0.000158039	1.592818182	0.007194695	1	6	22.9	23.4	31
3/15/2023 14:57:16 	3.100000000	4.786007881	NaN	-0.000000000	0.023993623	0.000225119	1.643954545	0.009737696	1	6	22.9	23.4	31
3/15/2023 14:57:39 	3.200000000	4.887657642	NaN	-0.000000000	0.024846208	0.000258177	1.687500000	0.010039920	1	6	22.9	23.4	31
3/15/2023 14:58:02 	3.300000000	5.024400711	NaN	-0.000000000	0.025514232	0.000293515	1.761863636	0.005683709	1	6	22.9	23.4	31
3/15/2023 14:58:24 	3.400000000	5.138151169	NaN	-0.000000000	0.026385130	0.000323284	1.815727273	0.006761522	1	6	22.9	23.4	31
3/15/2023 14:58:47 	3.500000000	5.228909969	NaN	-0.000000000	0.027213963	0.000221293	1.851454545	0.019964286	1	6	22.9	23.4	31
3/15/2023 14:59:10 	3.600000000	5.365653038	NaN	-0.000000000	0.028051827	0.000206298	1.927727273	0.014928770	1	6	22.9	23.4	31
3/15/2023 14:59:33 	3.700000000	5.491505146	NaN	-0.000000000	0.028752309	0.000217294	1.981045455	0.006497902	1	6	22.9	23.4	31
3/15/2023 14:59:55 	3.800000000	5.594365120	NaN	-0.000000000	0.029417999	0.000161339	2.037318182	0.006867579	1	6	22.9	23.4	31
3/15/2023 15:00:18 	3.900000000	5.710536003	NaN	-0.000000000	0.030221425	0.000218646	2.046909091	0.001959824	1	6	22.9	23.4	31
3/15/2023 15:00:41 	4.000000000	5.826707363	NaN	-0.000000000	0.030965094	0.000218373	2.047500000	0.000000000	1	6	22.9	23.4	31
3/15/2023 15:01:03 	4.100000000	5.936827660	NaN	-0.000000000	0.031627392	0.000180877	2.047500000	0.000000000	1	6	23.0	23.4	31
3/15/2023 15:01:26 	4.200000000	6.048158646	NaN	-0.000000000	0.032414916	0.000280685	2.047500000	0.000000000	1	6	23.0	23.4	31
3/15/2023 15:01:49 	4.300000000	6.171590328	NaN	-0.000000000	0.033106630	0.000268514	2.047500000	0.000000000	1	6	23.0	23.4	31
3/15/2023 15:02:11 	4.400000000	6.276870251	NaN	-0.000000000	0.033778764	0.000208330	2.047500000	0.000000000	1	6	23.0	23.4	31
3/15/2023 15:02:34 	4.500000000	6.412403107	NaN	-0.000000000	0.034582556	0.000274568	2.047500000	0.000000000	1	6	23.0	23.4	31
3/15/2023 15:02:57 	4.600000000	6.550356388	NaN	-0.000000000	0.035343838	0.000252873	2.047500000	0.000000000	1	6	23.0	23.4	31
3/15/2023 15:03:21 	4.700000000	6.679838657	NaN	-0.000000000	0.036204630	0.000361848	2.047500000	0.000000000	1	6	23.0	23.4	31
3/15/2023 15:03:44 	4.800000000	6.812951565	NaN	-0.000000000	0.036878659	0.000372415	2.047500000	0.000000000	1	6	23.0	23.4	31
3/15/2023 15:04:06 	4.900000000	6.892819405	NaN	-0.000000000	0.037450029	0.000390449	2.047500000	0.000000000	1	6	23.0	23.4	31
3/15/2023 15:04:29 	5.000000000	7.048923969	NaN	-0.000000000	0.038275555	0.000327818	2.047500000	0.000000000	1	6	23.0	23.4	31
3/15/2023 15:08:20 	0.000000000	1.115726709	NaN	-0.000000000	-0.000002291	0.000000190	0.007090909	0.013072525	1	8	23.0	23.4	31
3/15/2023 15:08:43 	0.100000000	1.118146896	NaN	-0.000000000	0.000003709	0.000000229	0.003818182	0.001230299	1	8	23.0	23.4	31
3/15/2023 15:09:06 	0.200000000	1.125407577	NaN	-0.000000000	0.000049149	0.000000205	0.006772727	0.001586878	1	8	23.0	23.2	33
3/15/2023 15:09:29 	0.300000000	1.478761435	NaN	-0.000000000	0.002374496	0.000023916	0.158227273	0.003703806	1	8	23.0	23.2	33
3/15/2023 15:09:51 	0.400000000	1.623975277	NaN	-0.000000000	0.003150613	0.000030009	0.212727273	0.001618080	1	8	23.0	23.2	33
3/15/2023 15:10:14 	0.500000000	1.747407079	NaN	-0.000000000	0.003940623	0.000031400	0.267954545	0.003134123	1	8	23.0	23.2	33
3/15/2023 15:10:37 	0.600000000	1.863578200	NaN	-0.000000000	0.004683833	0.000047306	0.319227273	0.001555050	1	8	23.0	23.2	33
3/15/2023 15:10:59 	0.700000000	1.979749322	NaN	-0.000000000	0.005495681	0.000052813	0.369772727	0.002338414	1	8	23.0	23.5	32
3/15/2023 15:11:22 	0.800000000	2.098340750	NaN	-0.000000000	0.006243998	0.000068626	0.424500000	0.002121320	1	8	23.0	23.5	32
3/15/2023 15:11:45 	0.900000000	2.210881472	NaN	-0.000000000	0.006973199	0.000065806	0.474363636	0.005055150	1	8	23.0	23.5	32
3/15/2023 15:12:07 	1.000000000	2.329472780	NaN	-0.000000000	0.007740825	0.000065107	0.530727273	0.003635682	1	8	23.0	23.5	32
3/15/2023 15:12:30 	1.100000000	2.454114676	NaN	-0.000000000	0.008541474	0.000077124	0.582090909	0.005083395	1	8	23.0	23.5	32
3/15/2023 15:12:53 	1.200000000	2.563025236	NaN	-0.000000000	0.009286806	0.000103345	0.634727273	0.008115922	1	8	23.0	23.5	32
3/15/2023 15:13:16 	1.300000000	2.690087318	NaN	-0.000000000	0.010052918	0.000106972	0.683318182	0.003835836	1	8	23.0	23.5	32
3/15/2023 15:13:38 	1.400000000	2.803838253	NaN	-0.000000000	0.010821715	0.000126099	0.747636364	0.008369859	1	8	23.0	23.5	32
3/15/2023 15:14:01 	1.500000000	2.921219349	NaN	-0.000000000	0.011589556	0.000106548	0.793227273	0.006112952	1	8	23.0	23.5	32
3/15/2023 15:14:24 	1.600000000	3.042230844	NaN	-0.000000000	0.012362647	0.000161055	0.843954545	0.005071758	1	8	23.0	23.4	32
3/15/2023 15:14:46 	1.700000000	3.164452553	NaN	-0.000000000	0.013171035	0.000129927	0.910363636	0.007266674	1	8	23.0	23.4	32
3/15/2023 15:15:09 	1.800000000	3.283044100	NaN	-0.000000000	0.014082997	0.000115413	0.965318182	0.008658154	1	8	23.0	23.4	32
3/15/2023 15:15:32 	1.900000000	3.412526369	NaN	-0.000000000	0.014837586	0.000106960	1.014818182	0.010821905	1	8	23.0	23.4	32
3/15/2023 15:15:55 	2.000000000	3.528697491	NaN	-0.000000000	0.015562536	0.000088738	1.076863636	0.016923491	1	8	23.0	23.4	32
3/15/2023 15:16:17 	2.100000000	3.638818026	NaN	-0.000000000	0.016239723	0.000090221	1.117909091	0.005548956	1	8	23.0	23.4	32
3/15/2023 15:16:40 	2.200000000	3.754989147	NaN	-0.000000000	0.017054920	0.000088895	1.180863636	0.008631602	1	8	23.0	23.4	32
3/15/2023 15:17:03 	2.300000000	3.871160269	NaN	-0.000000000	0.017823484	0.000071318	1.224954545	0.007448002	1	8	23.0	23.4	32
3/15/2023 15:17:25 	2.400000000	3.989751577	NaN	-0.000000000	0.018594553	0.000087138	1.284363636	0.015190607	1	8	23.0	23.4	32
3/15/2023 15:17:48 	2.500000000	4.098661900	NaN	-0.000000000	0.019357366	0.000066577	1.331545455	0.012871392	1	8	23.0	23.4	32
3/15/2023 15:18:11 	2.600000000	4.201521873	NaN	-0.000000000	0.020110798	0.000080504	1.397090909	0.007144292	1	8	23.0	23.4	32
3/15/2023 15:18:33 	2.700000000	4.311642170	NaN	-0.000000000	0.020919557	0.000078286	1.455090909	0.013039974	1	8	23.0	23.4	32
3/15/2023 15:18:57 	2.800000000	4.450805664	NaN	-0.000000000	0.021684188	0.000102952	1.501954545	0.012777822	1	8	23.0	23.4	32
3/15/2023 15:19:26 	2.900000000	4.566976547	NaN	-0.000000000	0.022427162	0.000140829	1.555363636	0.011659955	1	8	23.0	23.4	32
3/15/2023 15:19:48 	3.000000000	4.685568333	NaN	-0.000000000	0.023232845	0.000153974	1.602727273	0.021080042	1	8	23.0	23.4	32
3/15/2023 15:20:11 	3.100000000	4.798109055	NaN	-0.000000000	0.023880717	0.000157948	1.653500000	0.018364368	1	8	23.0	23.4	32
3/15/2023 15:20:34 	3.200000000	4.917910576	NaN	-0.000000000	0.024644296	0.000114925	1.718545455	0.009948504	1	8	23.0	23.4	32
3/15/2023 15:20:56 	3.300000000	5.037711620	NaN	-0.000000000	0.025382155	0.000129725	1.764363636	0.004919812	1	8	23.0	23.4	32
3/15/2023 15:21:19 	3.400000000	5.146622181	NaN	-0.000000000	0.026202777	0.000177320	1.813272727	0.010055754	1	8	23.0	23.4	32
3/15/2023 15:21:42 	3.500000000	5.270053864	NaN	-0.000000000	0.027004921	0.000194001	1.870909091	0.009156468	1	8	23.0	23.5	32
3/15/2023 15:22:04 	3.600000000	5.391065598	NaN	-0.000000000	0.027799269	0.000154121	1.919318182	0.015691196	1	8	23.0	23.5	32
3/15/2023 15:22:27 	3.700000000	5.530229092	NaN	-0.000000000	0.028466217	0.000231982	1.963545455	0.019066272	1	8	23.0	23.5	32
3/15/2023 15:22:50 	3.800000000	5.627038002	NaN	-0.000000000	0.029341688	0.000235002	2.005409091	0.030819489	1	8	23.0	23.5	32
3/15/2023 15:23:13 	3.900000000	5.762571335	NaN	-0.000000000	0.030046909	0.000273664	2.045954545	0.003690898	1	8	23.0	23.5	32
3/15/2023 15:23:35 	4.000000000	5.879952431	NaN	-0.000000000	0.030787231	0.000248847	2.047500000	0.000000000	1	8	23.1	23.5	32
3/15/2023 15:23:58 	4.100000000	5.994913578	NaN	-0.000000000	0.031597980	0.000248710	2.047500000	0.000000000	1	8	23.1	23.5	32
3/15/2023 15:24:21 	4.200000000	6.118345261	NaN	-0.000000000	0.032417685	0.000264834	2.047500000	0.000000000	1	8	23.1	23.5	32
3/15/2023 15:24:44 	4.300000000	6.247827530	NaN	-0.000000000	0.033356903	0.000222377	2.047500000	0.000000000	1	8	23.1	23.5	32
3/15/2023 15:25:06 	4.400000000	6.362788677	NaN	-0.000000000	0.034169460	0.000326064	2.047500000	0.000000000	1	8	23.1	23.5	32
3/15/2023 15:25:29 	4.500000000	6.488640785	NaN	-0.000000000	0.034903832	0.000278019	2.047500000	0.000000000	1	8	23.1	23.5	32
3/15/2023 15:25:52 	4.600000000	6.622963428	NaN	-0.000000000	0.035832275	0.000228198	2.047500000	0.000000000	1	8	23.1	23.5	32
3/15/2023 15:26:14 	4.700000000	6.758496284	NaN	-0.000000000	0.036509765	0.000255955	2.047500000	0.000000000	1	8	23.1	23.5	32
3/15/2023 15:26:37 	4.800000000	6.877087593	NaN	-0.000000000	0.037333783	0.000260223	2.047500000	0.000000000	1	8	23.1	23.5	32
3/15/2023 15:27:00 	4.900000000	6.979947567	NaN	-0.000000000	0.038004860	0.000201729	2.047500000	0.000000000	1	8	23.1	23.5	32
3/15/2023 15:27:23 	5.000000000	7.088858128	NaN	-0.000000000	0.038474494	0.000236754	2.047500000	0.000000000	1	8	23.1	23.5	32
3/15/2023 15:29:05 	0.000000000	1.118146896	NaN	-0.000000000	-0.000002197	0.000000184	0.010000000	0.020244752	1	10	23.1	23.5	32
3/15/2023 15:29:28 	0.100000000	1.116936803	NaN	-0.000000000	0.000003796	0.000000216	0.003772727	0.001420627	1	10	23.1	23.5	32
3/15/2023 15:29:51 	0.200000000	1.125407577	NaN	-0.000000000	0.000049163	0.000000196	0.006590909	0.001480172	1	10	23.1	23.5	32
3/15/2023 15:30:13 	0.300000000	1.499333382	NaN	-0.000000000	0.002452412	0.000050355	0.166272727	0.003003029	1	10	23.1	23.4	32
3/15/2023 15:30:36 	0.400000000	1.640916944	NaN	-0.000000000	0.003226482	0.000055377	0.219818182	0.004627487	1	10	23.1	23.4	32
3/15/2023 15:30:59 	0.500000000	1.758298159	NaN	-0.000000000	0.004015416	0.000043300	0.272636364	0.001988604	1	10	23.1	23.4	32
3/15/2023 15:31:22 	0.600000000	1.874469280	NaN	-0.000000000	0.004754799	0.000033881	0.321818182	0.002830837	1	10	23.1	23.4	32
3/15/2023 15:31:44 	0.700000000	1.995480895	NaN	-0.000000000	0.005621565	0.000046286	0.383227273	0.004082668	1	10	23.1	23.6	32
3/15/2023 15:32:07 	0.800000000	2.117702484	NaN	-0.000000000	0.006352342	0.000059090	0.430954545	0.005583254	1	10	23.1	23.6	32
3/15/2023 15:32:30 	0.900000000	2.239924192	NaN	-0.000000000	0.007137869	0.000090645	0.485954545	0.003977779	1	10	23.1	23.6	32
3/15/2023 15:32:52 	1.000000000	2.351254940	NaN	-0.000000000	0.007851324	0.000076114	0.535909091	0.002586679	1	10	23.1	23.6	32
3/15/2023 15:33:15 	1.100000000	2.475896835	NaN	-0.000000000	0.008668385	0.000095176	0.598954545	0.002592822	1	10	23.1	23.6	32
3/15/2023 15:33:38 	1.200000000	2.582386971	NaN	-0.000000000	0.009376107	0.000083059	0.647318182	0.004562196	1	10	23.1	23.6	32
3/15/2023 15:34:01 	1.300000000	2.710659266	NaN	-0.000000000	0.010153921	0.000100342	0.700318182	0.004611251	1	10	23.1	23.6	32
3/15/2023 15:34:23 	1.400000000	2.820779800	NaN	-0.000000000	0.010882694	0.000075155	0.751909091	0.007598744	1	10	23.1	23.6	32
3/15/2023 15:34:46 	1.500000000	2.941791296	NaN	-0.000000000	0.011692622	0.000077835	0.801590909	0.003367627	1	10	23.1	23.6	32
3/15/2023 15:35:09 	1.600000000	3.064013004	NaN	-0.000000000	0.012410818	0.000100337	0.851954545	0.003165869	1	10	23.1	23.6	32
3/15/2023 15:35:31 	1.700000000	3.189865112	NaN	-0.000000000	0.013239785	0.000086228	0.910136364	0.006111837	1	10	23.1	23.6	32
3/15/2023 15:35:54 	1.800000000	3.298775434	NaN	-0.000000000	0.013961510	0.000078784	0.962181818	0.007396867	1	10	23.1	23.6	32
3/15/2023 15:36:17 	1.900000000	3.416156769	NaN	-0.000000000	0.014761606	0.000116871	1.016954545	0.006428276	1	10	23.1	23.6	32
3/15/2023 15:36:40 	2.000000000	3.546849251	NaN	-0.000000000	0.015560732	0.000119983	1.073000000	0.006726812	1	10	23.1	23.6	32
3/15/2023 15:37:02 	2.100000000	3.666650772	NaN	-0.000000000	0.016273708	0.000082929	1.123636364	0.006917698	1	10	23.1	23.6	32
3/15/2023 15:37:25 	2.200000000	3.784031868	NaN	-0.000000000	0.016965989	0.000089123	1.176545455	0.010001136	1	10	23.1	23.6	32
3/15/2023 15:37:48 	2.300000000	3.886891842	NaN	-0.000000000	0.017653976	0.000133397	1.222045455	0.006234800	1	10	23.1	23.6	32
3/15/2023 15:38:10 	2.400000000	4.023634911	NaN	-0.000000000	0.018456819	0.000149096	1.275409091	0.005970001	1	10	23.1	23.6	32
3/15/2023 15:38:33 	2.500000000	4.108343124	NaN	-0.000000000	0.019202612	0.000140885	1.329363636	0.014096260	1	10	23.1	23.6	32
3/15/2023 15:38:56 	2.600000000	4.235404968	NaN	-0.000000000	0.019968125	0.000153592	1.384090909	0.012218466	1	10	23.1	23.6	32
3/15/2023 15:39:19 	2.700000000	4.358836651	NaN	-0.000000000	0.020825468	0.000211405	1.447181818	0.017205047	1	10	23.1	23.6	32
3/15/2023 15:39:41 	2.800000000	4.490739346	NaN	-0.000000000	0.021727956	0.000176299	1.508954545	0.011658590	1	10	23.1	23.6	32
3/15/2023 15:40:04 	2.900000000	4.614171505	NaN	-0.000000000	0.022379980	0.000208254	1.547090909	0.010744343	1	10	23.1	23.6	32
3/15/2023 15:40:27 	3.000000000	4.731552601	NaN	-0.000000000	0.023221711	0.000125514	1.603045455	0.009459002	1	10	23.1	23.6	32
3/15/2023 15:40:49 	3.100000000	4.838042736	NaN	-0.000000000	0.023869614	0.000149550	1.666318182	0.009867301	1	10	23.1	23.6	32
3/15/2023 15:41:12 	3.200000000	4.953003883	NaN	-0.000000000	0.024736005	0.000105457	1.708954545	0.007160498	1	10	23.1	23.6	32
3/15/2023 15:41:35 	3.300000000	5.076435566	NaN	-0.000000000	0.025374887	0.000073490	1.772909091	0.005949026	1	10	23.1	23.6	32
3/15/2023 15:41:57 	3.400000000	5.192606449	NaN	-0.000000000	0.026198345	0.000108134	1.825636364	0.028543906	1	10	23.1	23.6	32
3/15/2023 15:42:20 	3.500000000	5.308777809	NaN	-0.000000000	0.026943593	0.000158182	1.855681818	0.022149800	1	10	23.1	23.6	32
3/15/2023 15:42:43 	3.600000000	5.438260078	NaN	-0.000000000	0.027727213	0.000134439	1.933000000	0.013805796	1	10	23.1	23.6	32
3/15/2023 15:43:06 	3.700000000	5.549590588	NaN	-0.000000000	0.028454966	0.000209985	1.983636364	0.012757529	1	10	23.1	23.6	32
3/15/2023 15:43:28 	3.800000000	5.682703495	NaN	-0.000000000	0.029150641	0.000212841	2.026863636	0.021987600	1	10	23.1	23.6	32
3/15/2023 15:43:51 	3.900000000	5.804924965	NaN	-0.000000000	0.029920487	0.000180071	2.047500000	0.000000000	1	10	23.1	23.6	32
3/15/2023 15:44:14 	4.000000000	5.899314404	NaN	-0.000000000	0.030651117	0.000254492	2.047500000	0.000000000	1	10	23.1	23.6	31
3/15/2023 15:44:37 	4.100000000	6.027586460	NaN	-0.000000000	0.031318894	0.000247142	2.047500000	0.000000000	1	10	23.1	23.6	31
3/15/2023 15:45:00 	4.200000000	6.146177769	NaN	-0.000000000	0.032261769	0.000271482	2.047500000	0.000000000	1	10	23.1	23.6	31
3/15/2023 15:45:22 	4.300000000	6.273240089	NaN	-0.000000000	0.032948509	0.000284644	2.047500000	0.000000000	1	10	23.1	23.6	31
3/15/2023 15:45:45 	4.400000000	6.383360386	NaN	-0.000000000	0.033771197	0.000336699	2.047500000	0.000000000	1	10	23.1	23.6	31
3/15/2023 15:46:08 	4.500000000	6.516473293	NaN	-0.000000000	0.034361303	0.000347876	2.047500000	0.000000000	1	10	23.1	23.6	32
3/15/2023 15:46:30 	4.600000000	6.658056736	NaN	-0.000000000	0.035266643	0.000366002	2.047500000	0.000000000	1	10	23.1	23.6	32
3/15/2023 15:46:53 	4.700000000	6.804480553	NaN	-0.000000000	0.036169058	0.000337389	2.047500000	0.000000000	1	10	23.1	23.6	32
3/15/2023 15:47:16 	4.800000000	6.929122925	NaN	-0.000000000	0.036956399	0.000202117	2.047500000	0.000000000	1	10	23.1	23.6	32
3/15/2023 15:47:39 	4.900000000	7.047714233	NaN	-0.000000000	0.037656426	0.000185462	2.047500000	0.000000000	1	10	23.2	23.6	32
