Date	Time	Power Setpoint (mW)	Laser Display (mW)	Power Meter Mean (W)	Power Meter Std (W)	Keithley Mean (V)	Keithley Std (V)	Raspberry Mean (ADU)	Raspberry Std (ADU)	ND Filter
3/7/2023	18:37:53 PM	0.000000000	1.116936803	NaN	-0.000000000	-0.000002339	0.000000179	0.023545455	0.062533373	1
3/7/2023	18:38:15 PM	0.100000000	1.114516616	NaN	-0.000000000	0.000004624	0.000000191	0.004590909	0.001800253	1
3/7/2023	18:38:38 PM	0.200000000	1.127827883	NaN	-0.000000000	0.000061136	0.000000210	0.006045455	0.001822835	1
3/7/2023	18:39:01 PM	0.300000000	1.509014368	NaN	-0.000000000	0.003276893	0.000060164	0.092000000	0.001717556	1
3/7/2023	18:39:23 PM	0.400000000	1.646967530	NaN	-0.000000000	0.004232995	0.000039656	0.119227273	0.000847456	1
3/7/2023	18:39:46 PM	0.500000000	1.769189239	NaN	-0.000000000	0.005218175	0.000031147	0.147500000	0.001140175	1
3/7/2023	18:40:08 PM	0.600000000	1.885360360	NaN	-0.000000000	0.006191320	0.000032880	0.174727273	0.001190874	1
3/7/2023	18:40:31 PM	0.700000000	1.996690989	NaN	-0.000000000	0.007162805	0.000031580	0.202772727	0.001348400	1
3/7/2023	18:40:54 PM	0.800000000	2.116492510	NaN	-0.000000000	0.008123694	0.000042664	0.229590909	0.000970005	1
3/7/2023	18:41:16 PM	0.900000000	2.232663631	NaN	-0.000000000	0.009062251	0.000034910	0.255500000	0.001341641	1
3/7/2023	18:41:39 PM	1.000000000	2.352464914	NaN	-0.000000000	0.010053167	0.000034118	0.283863636	0.001501514	1
3/7/2023	18:42:01 PM	1.100000000	2.471056223	NaN	-0.000000000	0.011038195	0.000044947	0.311500000	0.001688194	1
3/7/2023	18:42:24 PM	1.200000000	2.583597183	NaN	-0.000000000	0.012004254	0.000035388	0.338681818	0.001504539	1
3/7/2023	18:42:47 PM	1.300000000	2.703398466	NaN	-0.000000000	0.012989908	0.000058050	0.367500000	0.002692582	1
3/7/2023	18:43:09 PM	1.400000000	2.817149401	NaN	-0.000000000	0.013940200	0.000073481	0.393909091	0.002888063	1
3/7/2023	18:43:32 PM	1.500000000	2.938160896	NaN	-0.000000000	0.014919448	0.000082609	0.422454545	0.002612035	1
3/7/2023	18:43:54 PM	1.600000000	3.055542231	NaN	-0.000000000	0.015901782	0.000123347	0.449318182	0.002076930	1
