Date	Time	Power Setpoint (mW)	Laser Display (mW)	Power Meter Mean (W)	Power Meter Std (W)	Keithley Mean (V)	Keithley Std (V)	Raspberry Mean (ADU)	Raspberry Std (ADU)	ND Filter
3/6/2023	20:31:05 PM	0.000000000	1.118146896	NaN	-0.000000000	-0.000002539	0.000000190	0.023454545	0.061733886	1
3/6/2023	20:31:27 PM	0.100000000	1.118146896	NaN	-0.000000000	0.000004340	0.000000198	0.004636364	0.001629278	1
3/6/2023	20:31:50 PM	0.200000000	1.122987390	NaN	-0.000000000	0.000059473	0.000000195	0.006090909	0.001814086	1
3/6/2023	20:32:12 PM	0.300000000	1.515064955	NaN	-0.000000000	0.003159758	0.000056001	0.093772727	0.001148121	1
3/6/2023	20:32:35 PM	0.400000000	1.663909078	NaN	-0.000000000	0.004131654	0.000070019	0.122090909	0.001445998	1
3/6/2023	20:32:58 PM	0.500000000	1.789761186	NaN	-0.000000000	0.005109925	0.000080262	0.150454545	0.001192781	1
3/6/2023	20:33:20 PM	0.600000000	1.913192987	NaN	-0.000000000	0.006065269	0.000074872	0.179409091	0.000490825	1
3/6/2023	20:33:43 PM	0.700000000	2.031784296	NaN	-0.000000000	0.007010386	0.000066704	0.207136364	0.001518073	1
3/6/2023	20:34:05 PM	0.800000000	2.145535231	NaN	-0.000000000	0.007947208	0.000080148	0.233954545	0.001767124	1
3/6/2023	20:34:28 PM	0.900000000	2.276227713	NaN	-0.000000000	0.008844609	0.000091160	0.263636364	0.001163849	1
3/6/2023	20:34:51 PM	1.000000000	2.392398834	NaN	-0.000000000	0.009869477	0.000083278	0.293181818	0.002305133	1
3/6/2023	20:35:13 PM	1.100000000	2.501309156	NaN	-0.000000000	0.010813076	0.000075841	0.323318182	0.001914063	1
3/6/2023	20:35:36 PM	1.200000000	2.627161264	NaN	-0.000000000	0.011744761	0.000080170	0.349818182	0.002294262	1
3/6/2023	20:35:58 PM	1.300000000	2.746962786	NaN	-0.000000000	0.012683569	0.000083235	0.377954545	0.003615623	1
