Date	Time	Power Setpoint (mW)	Laser Display (mW)	Power Meter Mean (W)	Power Meter Std (W)	Keithley Mean (V)	Keithley Std (V)	Raspberry Mean (ADU)	Raspberry Std (ADU)	ND Filter
3/6/2023	13:55:09 PM	0.000000000	1.116936803	0.000005840	0.000058400	-0.000002390	0.000000176	NaN	-0.000000000	1
3/6/2023	13:55:32 PM	0.100000000	1.118146896	0.000000000	0.000000000	0.000005387	0.000000197	NaN	-0.000000000	1
3/6/2023	13:55:54 PM	0.200000000	1.127827883	0.000001000	0.000000000	0.000067936	0.000000226	NaN	-0.000000000	1
3/6/2023	13:56:17 PM	0.300000000	1.476341248	0.000024070	0.000000455	0.003287718	0.000049266	NaN	-0.000000000	1
3/6/2023	13:56:39 PM	0.400000000	1.617924690	0.000031170	0.000003191	0.004365050	0.000056220	NaN	-0.000000000	1
3/6/2023	13:57:02 PM	0.500000000	1.742566705	0.000039780	0.000000416	0.005498427	0.000072810	NaN	-0.000000000	1
3/6/2023	13:57:25 PM	0.600000000	1.868418694	0.000046930	0.000004768	0.006587891	0.000077595	NaN	-0.000000000	1
3/6/2023	13:57:47 PM	0.700000000	1.991850495	0.000055210	0.000000518	0.007681488	0.000091167	NaN	-0.000000000	1
3/6/2023	13:58:10 PM	0.800000000	2.112862110	0.000063460	0.000000771	0.008762716	0.000107637	NaN	-0.000000000	1
3/6/2023	13:58:32 PM	0.900000000	2.227823019	0.000069310	0.000009978	0.009845273	0.000112781	NaN	-0.000000000	1
3/6/2023	13:58:55 PM	1.000000000	2.347624540	0.000078620	0.000000982	0.010949180	0.000119525	NaN	-0.000000000	1
3/6/2023	13:59:18 PM	1.100000000	2.456534863	0.000084790	0.000012197	0.012034914	0.000126285	NaN	-0.000000000	1
3/6/2023	13:59:40 PM	1.200000000	2.581176758	0.000094880	0.000000715	0.013154525	0.000132036	NaN	-0.000000000	1
3/6/2023	14:00:03 PM	1.300000000	2.698558092	0.000102870	0.000000928	0.014228754	0.000141726	NaN	-0.000000000	1
3/6/2023	14:00:25 PM	1.400000000	2.819569588	0.000110700	0.000000759	0.015334584	0.000146120	NaN	-0.000000000	1
3/6/2023	14:00:48 PM	1.500000000	2.941791296	0.000119140	0.000000829	0.016383806	0.000100214	NaN	-0.000000000	1
3/6/2023	14:01:11 PM	1.600000000	3.055542231	0.000127210	0.000000574	0.017471786	0.000125137	NaN	-0.000000000	1
3/6/2023	14:01:33 PM	1.700000000	3.163242579	0.000134890	0.000013655	0.018536199	0.000117495	NaN	-0.000000000	1
3/6/2023	14:01:56 PM	1.800000000	3.289094448	0.000144070	0.000001075	0.019603215	0.000123264	NaN	-0.000000000	1
3/6/2023	14:02:18 PM	1.900000000	3.405265570	0.000152850	0.000001104	0.020804681	0.000171071	NaN	-0.000000000	1
3/6/2023	14:02:41 PM	2.000000000	3.528697491	0.000160660	0.000001423	0.021871831	0.000146246	NaN	-0.000000000	1
3/6/2023	14:03:04 PM	2.100000000	3.644868612	0.000163940	0.000029028	0.022968325	0.000162756	NaN	-0.000000000	1
3/6/2023	14:03:26 PM	2.200000000	3.763459921	0.000169290	0.000034770	0.024059487	0.000198565	NaN	-0.000000000	1
3/6/2023	14:03:49 PM	2.300000000	3.890522003	0.000185670	0.000002543	0.025209288	0.000265462	NaN	-0.000000000	1
3/6/2023	14:04:11 PM	2.400000000	4.006693363	0.000190960	0.000001145	0.026171981	0.000203215	NaN	-0.000000000	1
3/6/2023	14:04:34 PM	2.500000000	4.105922699	0.000200060	0.000002632	0.027348285	0.000244335	NaN	-0.000000000	1
3/6/2023	14:04:57 PM	2.600000000	4.235404968	0.000207380	0.000001656	0.028346603	0.000121333	NaN	-0.000000000	1
3/6/2023	14:05:19 PM	2.700000000	4.339475155	0.000212540	0.000021535	0.029427037	0.000092773	NaN	-0.000000000	1
3/6/2023	14:05:42 PM	2.800000000	4.481058598	0.000222700	0.000001432	0.030465035	0.000077114	NaN	-0.000000000	1
3/6/2023	14:06:05 PM	2.900000000	4.605700493	0.000229680	0.000000994	0.031605086	0.000214608	NaN	-0.000000000	1
3/6/2023	14:06:27 PM	3.000000000	4.724291801	0.000230100	0.000040676	0.032571007	0.000300553	NaN	-0.000000000	1
3/6/2023	14:06:50 PM	3.100000000	4.830781937	0.000239930	0.000034461	0.033688122	0.000292305	NaN	-0.000000000	1
3/6/2023	14:07:12 PM	3.200000000	4.944532871	0.000244330	0.000043190	0.034811219	0.000335974	NaN	-0.000000000	1
3/6/2023	14:07:35 PM	3.300000000	5.095797539	0.000259650	0.000001321	0.036059522	0.000350080	NaN	-0.000000000	1
3/6/2023	14:07:58 PM	3.400000000	5.176875114	0.000267200	0.000001980	0.037152528	0.000360863	NaN	-0.000000000	1
3/6/2023	14:08:20 PM	3.500000000	5.329349518	0.000275980	0.000002550	0.038236986	0.000347723	NaN	-0.000000000	1
3/6/2023	14:08:43 PM	3.600000000	5.427369118	0.000285430	0.000002036	0.039276277	0.000309490	NaN	-0.000000000	1
3/6/2023	14:09:05 PM	3.700000000	5.543540001	0.000295710	0.000002496	0.040528173	0.000265123	NaN	-0.000000000	1
3/6/2023	14:09:28 PM	3.800000000	5.668181896	0.000301770	0.000030531	0.041531669	0.000240192	NaN	-0.000000000	1
3/6/2023	14:09:51 PM	3.900000000	5.780723095	0.000312090	0.000001627	0.042503661	0.000252419	NaN	-0.000000000	1
3/6/2023	14:10:13 PM	4.000000000	5.888422966	0.000318390	0.000002141	0.043546479	0.000376681	NaN	-0.000000000	1
3/6/2023	14:10:36 PM	4.100000000	5.993703365	0.000324470	0.000002176	0.044508957	0.000276543	NaN	-0.000000000	1
3/6/2023	14:10:58 PM	4.200000000	6.105033875	0.000334920	0.000003246	0.045584775	0.000267451	NaN	-0.000000000	1
3/6/2023	14:11:21 PM	4.300000000	6.238146782	0.000331000	0.000058580	0.046694673	0.000212993	NaN	-0.000000000	1
3/6/2023	14:11:44 PM	4.400000000	6.360368252	0.000338030	0.000059839	0.047888320	0.000164971	NaN	-0.000000000	1
3/6/2023	14:12:06 PM	4.500000000	6.495901108	0.000349100	0.000050280	0.048954215	0.000227650	NaN	-0.000000000	1
3/6/2023	14:12:29 PM	4.600000000	6.643535614	0.000362840	0.000002922	0.050159105	0.000299569	NaN	-0.000000000	1
3/6/2023	14:12:51 PM	4.700000000	6.787539005	0.000369570	0.000002471	0.051276145	0.000423874	NaN	-0.000000000	1
3/6/2023	14:13:14 PM	4.800000000	6.891609192	0.000373270	0.000037791	0.052426282	0.000513195	NaN	-0.000000000	1
3/6/2023	14:13:37 PM	4.900000000	6.995678902	0.000383710	0.000002271	0.053506304	0.000561759	NaN	-0.000000000	1
3/6/2023	14:13:59 PM	5.000000000	7.099749088	0.000390820	0.000002657	0.054628026	0.000594506	NaN	-0.000000000	1
3/6/2023	14:14:22 PM	5.100000000	7.267955303	0.000399310	0.000002581	0.055771951	0.000554870	NaN	-0.000000000	1
3/6/2023	14:14:44 PM	5.200000000	7.364764214	0.000410430	0.000002972	0.056965460	0.000519060	NaN	-0.000000000	1
3/6/2023	14:15:07 PM	5.300000000	7.514818668	0.000414630	0.000042014	0.057990405	0.000537976	NaN	-0.000000000	1
3/6/2023	14:15:30 PM	5.400000000	7.618888855	0.000420400	0.000060404	0.059161677	0.000382965	NaN	-0.000000000	1
3/6/2023	14:15:52 PM	5.500000000	7.720538616	0.000431450	0.000062037	0.059933766	0.000447737	NaN	-0.000000000	1
3/6/2023	14:16:15 PM	5.600000000	7.828238487	0.000448960	0.000003997	0.061411565	0.000800995	NaN	-0.000000000	1
3/6/2023	14:16:38 PM	5.700000000	7.966191769	0.000456020	0.000003921	0.062347988	0.000681827	NaN	-0.000000000	1
3/6/2023	14:17:00 PM	5.800000000	8.049690247	0.000459490	0.000004430	0.062966159	0.000471430	NaN	-0.000000000	1
3/6/2023	14:17:23 PM	5.900000000	8.147708893	0.000468820	0.000003249	0.064034138	0.000312356	NaN	-0.000000000	1
3/6/2023	14:17:45 PM	6.000000000	8.307444572	0.000475810	0.000005098	0.064935211	0.000372220	NaN	-0.000000000	1
3/6/2023	14:18:08 PM	6.100000000	8.416355133	0.000483910	0.000006646	0.066244826	0.000476433	NaN	-0.000000000	1
3/6/2023	14:18:31 PM	6.200000000	8.567619324	0.000484110	0.000049294	0.067105146	0.000459517	NaN	-0.000000000	1
3/6/2023	14:18:53 PM	6.300000000	8.666849136	0.000500050	0.000005445	0.068402558	0.000419426	NaN	-0.000000000	1
3/6/2023	14:19:16 PM	6.400000000	8.773339272	0.000500220	0.000050580	0.069452985	0.000571621	NaN	-0.000000000	1
3/6/2023	14:19:38 PM	6.500000000	8.933073997	0.000510370	0.000003034	0.070743579	0.000680932	NaN	-0.000000000	1
3/6/2023	14:20:01 PM	6.600000000	9.034724236	0.000516130	0.000002977	0.071697400	0.000653912	NaN	-0.000000000	1
3/6/2023	14:20:24 PM	6.700000000	9.125482559	0.000522770	0.000003997	0.072772621	0.000640262	NaN	-0.000000000	1
3/6/2023	14:20:46 PM	6.800000000	9.225922585	0.000507010	0.000116943	0.074085394	0.000633497	NaN	-0.000000000	1
3/6/2023	14:21:09 PM	6.900000000	9.342093468	0.000546860	0.000004858	0.075100940	0.000632818	NaN	-0.000000000	1
3/6/2023	14:21:31 PM	7.000000000	9.494567871	0.000557990	0.000008432	0.076047423	0.000649429	NaN	-0.000000000	1
3/6/2023	14:21:54 PM	7.100000000	9.616789818	0.000567320	0.000006908	0.077080462	0.000746808	NaN	-0.000000000	1
3/6/2023	14:22:17 PM	7.200000000	9.720859528	0.000575460	0.000007458	0.078335430	0.000690817	NaN	-0.000000000	1
3/6/2023	14:22:39 PM	7.300000000	9.814038277	0.000576640	0.000058740	0.079061640	0.000685546	NaN	-0.000000000	1
3/6/2023	14:23:02 PM	7.400000000	9.924159050	0.000585790	0.000007443	0.079751202	0.000658747	NaN	-0.000000000	1
3/6/2023	14:23:24 PM	7.500000000	10.023388863	0.000582380	0.000084082	0.080584967	0.000879787	NaN	-0.000000000	1
