Date	Time	Power Setpoint (mW)	Laser Display (mW)	Power Meter Mean (W)	Power Meter Std (W)	Keithley Mean (V)	Keithley Std (V)	Raspberry Mean (ADU)	Raspberry Std (ADU)	ND Filter
3/6/2023	19:05:42 PM	0.000000000	1.115726709	NaN	-0.000000000	-0.000002258	0.000000183	0.023318182	0.061779961	1
3/6/2023	19:06:04 PM	0.100000000	1.116936803	NaN	-0.000000000	0.000004478	0.000000184	0.004590909	0.001640399	1
3/6/2023	19:06:27 PM	0.200000000	1.125407577	NaN	-0.000000000	0.000059649	0.000000211	0.006545455	0.001709599	1
3/6/2023	19:06:50 PM	0.300000000	1.517485142	NaN	-0.000000000	0.003182745	0.000053053	0.093318182	0.001470930	1
3/6/2023	19:07:12 PM	0.400000000	1.663909078	NaN	-0.000000000	0.004151517	0.000057939	0.123227273	0.002137331	1
3/6/2023	19:07:35 PM	0.500000000	1.782500505	NaN	-0.000000000	0.005107947	0.000052008	0.151363636	0.001629278	1
3/6/2023	19:07:57 PM	0.600000000	1.901091814	NaN	-0.000000000	0.006036425	0.000050035	0.180227273	0.001915250	1
3/6/2023	19:08:20 PM	0.700000000	2.028153896	NaN	-0.000000000	0.006995680	0.000058920	0.209318182	0.002015846	1
3/6/2023	19:08:43 PM	0.800000000	2.141904831	NaN	-0.000000000	0.007946021	0.000059752	0.234409091	0.002576996	1
3/6/2023	19:09:05 PM	0.900000000	2.255655766	NaN	-0.000000000	0.008858747	0.000058296	0.264454545	0.002796914	1
3/6/2023	19:09:28 PM	1.000000000	2.377877474	NaN	-0.000000000	0.009858017	0.000074823	0.292545455	0.003357488	1
3/6/2023	19:09:50 PM	1.100000000	2.507359743	NaN	-0.000000000	0.010814077	0.000079452	0.320545455	0.002360662	1
3/6/2023	19:10:13 PM	1.200000000	2.622320890	NaN	-0.000000000	0.011744337	0.000084125	0.348954545	0.002241144	1
3/6/2023	19:10:36 PM	1.300000000	2.738492012	NaN	-0.000000000	0.012695406	0.000086309	0.376000000	0.002179449	1
3/6/2023	19:10:58 PM	1.400000000	2.853452921	NaN	-0.000000000	0.013657606	0.000063896	0.404500000	0.002598076	1
3/6/2023	19:11:21 PM	1.500000000	2.970834017	NaN	-0.000000000	0.014522289	0.000116617	0.433272727	0.001571045	1
3/6/2023	19:11:43 PM	1.600000000	3.085795164	NaN	-0.000000000	0.015533021	0.000144618	0.462363636	0.003377062	1
3/6/2023	19:12:06 PM	1.700000000	3.215277433	NaN	-0.000000000	0.016491365	0.000130397	0.492863636	0.003507784	1
