Date	Time	Power Setpoint (mW)	Laser Display (mW)	Power Meter Mean (W)	Power Meter Std (W)	Keithley Mean (V)	Keithley Std (V)	Raspberry Mean (ADU)	Raspberry Std (ADU)	ND Filter
3/6/2023	15:50:32 PM	0.000000000	1.114516616	0.000000000	0.000000000	-0.000002263	0.000000177	NaN	-0.000000000	1
3/6/2023	15:50:55 PM	0.100000000	1.116936803	0.000000000	0.000000000	0.000005276	0.000000192	NaN	-0.000000000	1
3/6/2023	15:51:18 PM	0.200000000	1.126617789	0.000000980	0.000000141	0.000067843	0.000000188	NaN	-0.000000000	1
3/6/2023	15:51:40 PM	0.300000000	1.486022115	0.000024350	0.000000557	0.003350217	0.000059465	NaN	-0.000000000	1
3/6/2023	15:52:03 PM	0.400000000	1.623975277	0.000031960	0.000000400	0.004420736	0.000049472	NaN	-0.000000000	1
3/6/2023	15:52:25 PM	0.500000000	1.755877972	0.000039980	0.000000841	0.005550760	0.000055861	NaN	-0.000000000	1
3/6/2023	15:52:48 PM	0.600000000	1.869628787	0.000047720	0.000000877	0.006606200	0.000062764	NaN	-0.000000000	1
3/6/2023	15:53:11 PM	0.700000000	1.989430308	0.000055570	0.000000555	0.007717611	0.000064887	NaN	-0.000000000	1
3/6/2023	15:53:33 PM	0.800000000	2.108021498	0.000063630	0.000000506	0.008833306	0.000059860	NaN	-0.000000000	1
3/6/2023	15:53:56 PM	0.900000000	2.226613045	0.000071430	0.000000537	0.009817228	0.000082616	NaN	-0.000000000	1
3/6/2023	15:54:18 PM	1.000000000	2.350044727	0.000079020	0.000000512	0.011007076	0.000077063	NaN	-0.000000000	1
3/6/2023	15:54:41 PM	1.100000000	2.468636036	0.000087100	0.000000732	0.012051664	0.000120727	NaN	-0.000000000	1
3/6/2023	15:55:04 PM	1.200000000	2.579966784	0.000094030	0.000009528	0.013154697	0.000118907	NaN	-0.000000000	1
3/6/2023	15:55:26 PM	1.300000000	2.700978279	0.000098480	0.000020213	0.014291840	0.000127610	NaN	-0.000000000	1
3/6/2023	15:55:49 PM	1.400000000	2.813519001	0.000106300	0.000021817	0.015321799	0.000130517	NaN	-0.000000000	1
3/6/2023	15:56:11 PM	1.500000000	2.936950922	0.000118440	0.000001048	0.016425834	0.000138112	NaN	-0.000000000	1
3/6/2023	15:56:34 PM	1.600000000	3.061592817	0.000125690	0.000001032	0.017491153	0.000190902	NaN	-0.000000000	1
3/6/2023	15:56:57 PM	1.700000000	3.182604313	0.000134180	0.000001140	0.018656988	0.000140927	NaN	-0.000000000	1
3/6/2023	15:57:19 PM	1.800000000	3.302405834	0.000141870	0.000001116	0.019746450	0.000151263	NaN	-0.000000000	1
3/6/2023	15:57:42 PM	1.900000000	3.424627542	0.000149870	0.000002092	0.020842834	0.000143019	NaN	-0.000000000	1
3/6/2023	15:58:04 PM	2.000000000	3.531117678	0.000159170	0.000001870	0.021950524	0.000122726	NaN	-0.000000000	1
3/6/2023	15:58:27 PM	2.100000000	3.658179760	0.000167180	0.000001866	0.023049527	0.000125605	NaN	-0.000000000	1
3/6/2023	15:58:50 PM	2.200000000	3.776771307	0.000172080	0.000024789	0.024147808	0.000145014	NaN	-0.000000000	1
3/6/2023	15:59:12 PM	2.300000000	3.888101816	0.000180420	0.000025962	0.025184655	0.000159631	NaN	-0.000000000	1
3/6/2023	15:59:35 PM	2.400000000	3.997012377	0.000189430	0.000027246	0.026303957	0.000218336	NaN	-0.000000000	1
3/6/2023	15:59:58 PM	2.500000000	4.114393711	0.000201530	0.000000969	0.027379025	0.000225281	NaN	-0.000000000	1
3/6/2023	16:00:20 PM	2.600000000	4.222093582	0.000207670	0.000021005	0.028484197	0.000186490	NaN	-0.000000000	1
