Date	Time	Power Setpoint (mW)	Laser Display (mW)	Power Meter Mean (W)	Power Meter Std (W)	Keithley Mean (V)	Keithley Std (V)	Raspberry Mean (ADU)	Raspberry Std (ADU)	ND Filter
3/6/2023	14:52:51 PM	0.000000000	1.116936803	0.000000000	0.000000000	-0.000002437	0.000000179	NaN	-0.000000000	1
3/6/2023	14:53:13 PM	0.100000000	1.119357109	0.000000000	0.000000000	0.000005263	0.000000184	NaN	-0.000000000	1
3/6/2023	14:53:36 PM	0.200000000	1.126617789	0.000000990	0.000000100	0.000067867	0.000000163	NaN	-0.000000000	1
3/6/2023	14:53:58 PM	0.300000000	1.481181622	0.000023590	0.000003491	0.003310908	0.000051566	NaN	-0.000000000	1
3/6/2023	14:54:21 PM	0.400000000	1.622765183	0.000031360	0.000005643	0.004392397	0.000066857	NaN	-0.000000000	1
3/6/2023	14:54:44 PM	0.500000000	1.746196985	0.000039380	0.000005794	0.005511725	0.000072097	NaN	-0.000000000	1
3/6/2023	14:55:06 PM	0.600000000	1.863578200	0.000046280	0.000008233	0.006593015	0.000076190	NaN	-0.000000000	1
3/6/2023	14:55:29 PM	0.700000000	1.984589815	0.000054540	0.000009721	0.007731707	0.000077799	NaN	-0.000000000	1
3/6/2023	14:55:51 PM	0.800000000	2.104391336	0.000063610	0.000001188	0.008786977	0.000066162	NaN	-0.000000000	1
3/6/2023	14:56:14 PM	0.900000000	2.218142033	0.000071220	0.000001124	0.009833518	0.000081569	NaN	-0.000000000	1
3/6/2023	14:56:37 PM	1.000000000	2.339153767	0.000079190	0.000000787	0.010956292	0.000078991	NaN	-0.000000000	1
3/6/2023	14:56:59 PM	1.100000000	2.460165262	0.000087340	0.000001075	0.012058195	0.000087831	NaN	-0.000000000	1
3/6/2023	14:57:22 PM	1.200000000	2.576336384	0.000093890	0.000009530	0.013107669	0.000096775	NaN	-0.000000000	1
3/6/2023	14:57:44 PM	1.300000000	2.702188492	0.000102810	0.000001080	0.014250070	0.000089027	NaN	-0.000000000	1
3/6/2023	14:58:07 PM	1.400000000	2.812309027	0.000109280	0.000011072	0.015257199	0.000132993	NaN	-0.000000000	1
3/6/2023	14:58:30 PM	1.500000000	2.924849749	0.000116570	0.000011798	0.016308886	0.000121718	NaN	-0.000000000	1
3/6/2023	14:58:52 PM	1.600000000	3.056752443	0.000124100	0.000012573	0.017402451	0.000193515	NaN	-0.000000000	1
3/6/2023	14:59:15 PM	1.700000000	3.194705486	0.000133930	0.000001008	0.018604299	0.000145973	NaN	-0.000000000	1
3/6/2023	14:59:38 PM	1.800000000	3.295145035	0.000137910	0.000024407	0.019671204	0.000184802	NaN	-0.000000000	1
