Date	Time	Power Setpoint (mW)	Laser Display (mW)	Power Meter Mean (W)	Power Meter Std (W)	Keithley Mean (V)	Keithley Std (V)	Raspberry Mean (ADU)	Raspberry Std (ADU)	ND Filter
3/9/2023	17:31:36 PM	0.000000000	1.116936803	NaN	-0.000000000	-0.000002229	0.000000192	0.012818182	0.032068109	1
3/9/2023	17:31:59 PM	0.100000000	1.116936803	NaN	-0.000000000	0.000006440	0.000000174	0.004272727	0.001633457	1
3/9/2023	17:32:21 PM	0.200000000	1.126617789	NaN	-0.000000000	0.000081089	0.000000207	0.007272727	0.001751623	1
3/9/2023	17:32:44 PM	0.300000000	1.458189487	NaN	-0.000000000	0.003729065	0.000076491	0.175772727	0.003676708	1
3/9/2023	17:33:07 PM	0.400000000	1.568310022	NaN	-0.000000000	0.005012994	0.000069769	0.232772727	0.003085155	1
3/9/2023	17:33:29 PM	0.500000000	1.714733958	NaN	-0.000000000	0.006372794	0.000072859	0.295363636	0.003377062	1
3/9/2023	17:33:52 PM	0.600000000	1.828484893	NaN	-0.000000000	0.007674145	0.000067112	0.358590909	0.004576124	1
3/9/2023	17:34:14 PM	0.700000000	1.945866108	NaN	-0.000000000	0.008985852	0.000054924	0.421681818	0.004573143	1
3/9/2023	17:34:37 PM	0.800000000	2.059617043	NaN	-0.000000000	0.010254822	0.000049972	0.480500000	0.003514257	1
3/9/2023	17:35:00 PM	0.900000000	2.173367739	NaN	-0.000000000	0.011528286	0.000059569	0.538272727	0.004058101	1
3/9/2023	17:35:22 PM	1.000000000	2.295589447	NaN	-0.000000000	0.012831749	0.000054055	0.599090909	0.003088836	1
3/9/2023	17:35:45 PM	1.100000000	2.412970781	NaN	-0.000000000	0.014135499	0.000057721	0.665545455	0.006555359	1
3/9/2023	17:36:07 PM	1.200000000	2.531562090	NaN	-0.000000000	0.015429376	0.000064002	0.725409091	0.005412108	1
3/9/2023	17:36:30 PM	1.300000000	2.644102812	NaN	-0.000000000	0.016769172	0.000088701	0.791863636	0.007028837	1
3/9/2023	17:36:53 PM	1.400000000	2.756643534	NaN	-0.000000000	0.018023369	0.000112073	0.849727273	0.008855404	1
3/9/2023	17:37:15 PM	1.500000000	2.872814655	NaN	-0.000000000	0.019317532	0.000138340	0.908227273	0.007705075	1
3/9/2023	17:37:38 PM	1.600000000	2.998666763	NaN	-0.000000000	0.020622768	0.000123926	0.972181818	0.011194357	1
3/9/2023	17:38:01 PM	1.700000000	3.118468285	NaN	-0.000000000	0.022022038	0.000201616	1.041500000	0.011491301	1
3/9/2023	17:38:23 PM	1.800000000	3.227378607	NaN	-0.000000000	0.023288716	0.000128101	1.106181818	0.014450385	1
3/9/2023	17:38:46 PM	1.900000000	3.344759941	NaN	-0.000000000	0.024658935	0.000172204	1.158636364	0.006523385	1
3/9/2023	17:39:08 PM	2.000000000	3.463351250	NaN	-0.000000000	0.025891305	0.000168665	1.229409091	0.004217927	1
3/9/2023	17:39:31 PM	2.100000000	3.572261572	NaN	-0.000000000	0.027220572	0.000124512	1.278181818	0.013642347	1
3/9/2023	17:39:54 PM	2.200000000	3.700533867	NaN	-0.000000000	0.028466499	0.000088427	1.347954545	0.019070205	1
3/9/2023	17:40:16 PM	2.300000000	3.807024002	NaN	-0.000000000	0.029700302	0.000142254	1.409045455	0.016805437	1
3/9/2023	17:40:39 PM	2.400000000	3.913514376	NaN	-0.000000000	0.030962245	0.000141707	1.465590909	0.010751321	1
3/9/2023	17:41:01 PM	2.500000000	4.034525871	NaN	-0.000000000	0.032294291	0.000096271	1.526409091	0.021817216	1
3/9/2023	17:41:24 PM	2.600000000	4.143436432	NaN	-0.000000000	0.033610075	0.000146721	1.589136364	0.019646998	1
3/9/2023	17:41:47 PM	2.700000000	4.253556728	NaN	-0.000000000	0.034921910	0.000176136	1.669090909	0.017389391	1
3/9/2023	17:42:09 PM	2.800000000	4.369728088	NaN	-0.000000000	0.036202900	0.000195817	1.719181818	0.006450863	1
3/9/2023	17:42:32 PM	2.900000000	4.483479023	NaN	-0.000000000	0.037437314	0.000184217	1.774909091	0.021216524	1
3/9/2023	17:42:54 PM	3.000000000	4.603280067	NaN	-0.000000000	0.038635588	0.000251828	1.831772727	0.019395056	1
3/9/2023	17:43:17 PM	3.100000000	4.713400841	NaN	-0.000000000	0.040036453	0.000213008	1.894818182	0.016482222	1
3/9/2023	17:43:40 PM	3.200000000	4.831992149	NaN	-0.000000000	0.041301221	0.000278703	1.958045455	0.025548439	1
3/9/2023	17:44:02 PM	3.300000000	4.946953297	NaN	-0.000000000	0.042561335	0.000282919	2.016181818	0.023065421	1
3/9/2023	17:44:25 PM	3.400000000	5.065544605	NaN	-0.000000000	0.043864642	0.000233264	2.042772727	0.010973522	1
